"","site_id","timestamp","building_id","meter_reading","primary_use","square_feet","air_temperature","cloud_coverage","dew_temperature","sea_level_pressure","wind_direction","wind_speed"
"6687",14,"2016-02-22",1296,54.7021958333333,"Office",8836,6.42083333333333,0.4,-0.466666666666667,1017.09166666667,181,2.5
"6703",14,"2016-02-22",1233,40.9307416666667,"Education",43143,6.42083333333333,0.4,-0.466666666666667,1017.09166666667,181,2.5
"6704",14,"2016-02-22",1237,144.2403,"Office",42755,6.42083333333333,0.4,-0.466666666666667,1017.09166666667,181,2.5
"6710",14,"2016-02-22",1300,158.540979166667,"Healthcare",25609,6.42083333333333,0.4,-0.466666666666667,1017.09166666667,181,2.5
"6719",14,"2016-02-25",1265,163.126504166667,"Food sales and service",35605,11.7541666666667,1.5,6.96666666666667,992.582608695652,227.5,7.48333333333333
"6720",14,"2016-02-25",1236,190.345041666667,"Office",61756,11.7541666666667,1.5,6.96666666666667,992.582608695652,227.5,7.48333333333333
"6729",14,"2016-02-25",1298,262.515291666667,"Education",171084,11.7541666666667,1.5,6.96666666666667,992.582608695652,227.5,7.48333333333333
"6730",14,"2016-02-25",1230,226.8,"Office",22524,11.7541666666667,1.5,6.96666666666667,992.582608695652,227.5,7.48333333333333
"6732",14,"2016-02-25",1274,245.333333333333,"Office",17077,11.7541666666667,1.5,6.96666666666667,992.582608695652,227.5,7.48333333333333
"6736",14,"2016-02-25",1297,133.816191666667,"Office",21469,11.7541666666667,1.5,6.96666666666667,992.582608695652,227.5,7.48333333333333
"6740",14,"2016-02-25",1301,263.691733333333,"Education",62242,11.7541666666667,1.5,6.96666666666667,992.582608695652,227.5,7.48333333333333
"6742",14,"2016-02-25",1296,55.0747666666667,"Office",8836,11.7541666666667,1.5,6.96666666666667,992.582608695652,227.5,7.48333333333333
"6743",14,"2016-02-25",1294,97.54015,"Office",15649,11.7541666666667,1.5,6.96666666666667,992.582608695652,227.5,7.48333333333333
"6744",14,"2016-02-25",1237,238.224166666667,"Office",42755,11.7541666666667,1.5,6.96666666666667,992.582608695652,227.5,7.48333333333333
"6748",14,"2016-02-25",1231,31.4222916666667,"Education",13220,11.7541666666667,1.5,6.96666666666667,992.582608695652,227.5,7.48333333333333
"6750",14,"2016-02-25",1266,141.635083333333,"Public services",13469,11.7541666666667,1.5,6.96666666666667,992.582608695652,227.5,7.48333333333333
"6751",14,"2016-02-25",1300,159.620825,"Healthcare",25609,11.7541666666667,1.5,6.96666666666667,992.582608695652,227.5,7.48333333333333
"6753",14,"2016-02-25",1255,249.675166666667,"Office",23702,11.7541666666667,1.5,6.96666666666667,992.582608695652,227.5,7.48333333333333
"6754",14,"2016-02-25",1234,46.2003958333333,"Education",46037,11.7541666666667,1.5,6.96666666666667,992.582608695652,227.5,7.48333333333333
"6756",14,"2016-02-25",1224,171.024220833333,"Office",23481,11.7541666666667,1.5,6.96666666666667,992.582608695652,227.5,7.48333333333333
"6760",14,"2016-02-25",1233,43.2961166666667,"Education",43143,11.7541666666667,1.5,6.96666666666667,992.582608695652,227.5,7.48333333333333
"6762",14,"2016-02-25",1242,176.384158333333,"Office",23871,11.7541666666667,1.5,6.96666666666667,992.582608695652,227.5,7.48333333333333
"6763",14,"2016-02-25",1302,236.250166666667,"Office",90411,11.7541666666667,1.5,6.96666666666667,992.582608695652,227.5,7.48333333333333
"6767",14,"2016-02-25",1311,175.4415875,"Lodging/residential",66794,11.7541666666667,1.5,6.96666666666667,992.582608695652,227.5,7.48333333333333
"6769",14,"2016-02-26",1227,182.903916666667,"Education",76903,2.10833333333333,0.75,-7.54166666666667,1007.64166666667,295,6.40833333333333
"6771",14,"2016-02-26",1266,122.575795833333,"Public services",13469,2.10833333333333,0.75,-7.54166666666667,1007.64166666667,295,6.40833333333333
"6777",14,"2016-02-26",1255,264.147845833333,"Office",23702,2.10833333333333,0.75,-7.54166666666667,1007.64166666667,295,6.40833333333333
"6781",14,"2016-02-26",1234,58.743375,"Education",46037,2.10833333333333,0.75,-7.54166666666667,1007.64166666667,295,6.40833333333333
"6784",14,"2016-02-26",1296,67.8990875,"Office",8836,2.10833333333333,0.75,-7.54166666666667,1007.64166666667,295,6.40833333333333
"6795",14,"2016-02-26",1233,55.0506,"Education",43143,2.10833333333333,0.75,-7.54166666666667,1007.64166666667,295,6.40833333333333
"6796",14,"2016-02-26",1224,152.456516666667,"Office",23481,2.10833333333333,0.75,-7.54166666666667,1007.64166666667,295,6.40833333333333
"6797",14,"2016-02-26",1236,248.131541666667,"Office",61756,2.10833333333333,0.75,-7.54166666666667,1007.64166666667,295,6.40833333333333
"6799",14,"2016-02-26",1312,127.503125,"Lodging/residential",75000,2.10833333333333,0.75,-7.54166666666667,1007.64166666667,295,6.40833333333333
"6804",14,"2016-02-26",1231,47.9070583333333,"Education",13220,2.10833333333333,0.75,-7.54166666666667,1007.64166666667,295,6.40833333333333
"6806",14,"2016-02-26",1294,120.252675,"Office",15649,2.10833333333333,0.75,-7.54166666666667,1007.64166666667,295,6.40833333333333
"6818",14,"2016-02-26",1237,262.871708333333,"Office",42755,2.10833333333333,0.75,-7.54166666666667,1007.64166666667,295,6.40833333333333
"6822",14,"2016-02-26",1300,196.789041666667,"Healthcare",25609,2.10833333333333,0.75,-7.54166666666667,1007.64166666667,295,6.40833333333333
"6824",14,"2016-02-26",1297,164.975791666667,"Office",21469,2.10833333333333,0.75,-7.54166666666667,1007.64166666667,295,6.40833333333333
"7057",14,"2016-03-02",1294,110.883669565217,"Office",15649,7.5875,0.461538461538462,-0.558333333333333,1005.16666666667,239.583333333333,6.60416666666667
"7058",14,"2016-03-02",1236,172.345508333333,"Office",61756,7.5875,0.461538461538462,-0.558333333333333,1005.16666666667,239.583333333333,6.60416666666667
"7059",14,"2016-03-02",1297,152.122186956522,"Office",21469,7.5875,0.461538461538462,-0.558333333333333,1005.16666666667,239.583333333333,6.60416666666667
"7060",14,"2016-03-02",1302,221.10275,"Office",90411,7.5875,0.461538461538462,-0.558333333333333,1005.16666666667,239.583333333333,6.60416666666667
"7061",14,"2016-03-02",1237,133.497216666667,"Office",42755,7.5875,0.461538461538462,-0.558333333333333,1005.16666666667,239.583333333333,6.60416666666667
"7062",14,"2016-03-02",1270,162.131583333333,"Entertainment/public assembly",18551,7.5875,0.461538461538462,-0.558333333333333,1005.16666666667,239.583333333333,6.60416666666667
"7068",14,"2016-03-02",1274,262.5,"Office",17077,7.5875,0.461538461538462,-0.558333333333333,1005.16666666667,239.583333333333,6.60416666666667
"7070",14,"2016-03-02",1265,91.7496916666667,"Food sales and service",35605,7.5875,0.461538461538462,-0.558333333333333,1005.16666666667,239.583333333333,6.60416666666667
"7071",14,"2016-03-02",1224,92.2303208333333,"Office",23481,7.5875,0.461538461538462,-0.558333333333333,1005.16666666667,239.583333333333,6.60416666666667
"7073",14,"2016-03-02",1231,49.3956583333333,"Education",13220,7.5875,0.461538461538462,-0.558333333333333,1005.16666666667,239.583333333333,6.60416666666667
"7074",14,"2016-03-02",1301,224.739866666667,"Education",62242,7.5875,0.461538461538462,-0.558333333333333,1005.16666666667,239.583333333333,6.60416666666667
"7079",14,"2016-03-02",1260,264.5,"Office",86455,7.5875,0.461538461538462,-0.558333333333333,1005.16666666667,239.583333333333,6.60416666666667
"7084",14,"2016-03-02",1246,2.372775,"Office",50327,7.5875,0.461538461538462,-0.558333333333333,1005.16666666667,239.583333333333,6.60416666666667
"7086",14,"2016-03-02",1300,181.457052173913,"Healthcare",25609,7.5875,0.461538461538462,-0.558333333333333,1005.16666666667,239.583333333333,6.60416666666667
"7088",14,"2016-03-02",1234,49.1021875,"Education",46037,7.5875,0.461538461538462,-0.558333333333333,1005.16666666667,239.583333333333,6.60416666666667
"7090",14,"2016-03-02",1242,192.961870833333,"Office",23871,7.5875,0.461538461538462,-0.558333333333333,1005.16666666667,239.583333333333,6.60416666666667
"7091",14,"2016-03-02",1311,136.038341666667,"Lodging/residential",66794,7.5875,0.461538461538462,-0.558333333333333,1005.16666666667,239.583333333333,6.60416666666667
"7097",14,"2016-03-02",1233,46.0154958333333,"Education",43143,7.5875,0.461538461538462,-0.558333333333333,1005.16666666667,239.583333333333,6.60416666666667
"7099",14,"2016-03-02",1296,62.6090391304348,"Office",8836,7.5875,0.461538461538462,-0.558333333333333,1005.16666666667,239.583333333333,6.60416666666667
"7105",14,"2016-03-02",1266,127.958404166667,"Public services",13469,7.5875,0.461538461538462,-0.558333333333333,1005.16666666667,239.583333333333,6.60416666666667
"7112",14,"2016-03-03",1236,255.946125,"Office",61756,-0.8125,0.476190476190476,-12.7916666666667,1021.39583333333,260,2.7125
"7121",14,"2016-03-03",1300,194.116333333333,"Healthcare",25609,-0.8125,0.476190476190476,-12.7916666666667,1021.39583333333,260,2.7125
"7127",14,"2016-03-03",1234,100.202970833333,"Education",46037,-0.8125,0.476190476190476,-12.7916666666667,1021.39583333333,260,2.7125
"7128",14,"2016-03-03",1294,118.619658333333,"Office",15649,-0.8125,0.476190476190476,-12.7916666666667,1021.39583333333,260,2.7125
"7139",14,"2016-03-03",1224,96.6943666666667,"Office",23481,-0.8125,0.476190476190476,-12.7916666666667,1021.39583333333,260,2.7125
"7151",14,"2016-03-03",1231,46.5009041666667,"Education",13220,-0.8125,0.476190476190476,-12.7916666666667,1021.39583333333,260,2.7125
"7157",14,"2016-03-03",1297,162.735275,"Office",21469,-0.8125,0.476190476190476,-12.7916666666667,1021.39583333333,260,2.7125
"7159",14,"2016-03-03",1233,93.9040083333333,"Education",43143,-0.8125,0.476190476190476,-12.7916666666667,1021.39583333333,260,2.7125
"7160",14,"2016-03-03",1266,139.1467875,"Public services",13469,-0.8125,0.476190476190476,-12.7916666666667,1021.39583333333,260,2.7125
"7165",14,"2016-03-03",1246,12.4587708333333,"Office",50327,-0.8125,0.476190476190476,-12.7916666666667,1021.39583333333,260,2.7125
"7166",14,"2016-03-03",1296,66.9769583333333,"Office",8836,-0.8125,0.476190476190476,-12.7916666666667,1021.39583333333,260,2.7125
"7167",14,"2016-03-04",1297,158.668904166667,"Office",21469,0.1625,0.666666666666667,-4.94583333333333,1018.97727272727,84.5833333333333,3.425
"7177",14,"2016-03-04",1231,47.8547541666667,"Education",13220,0.1625,0.666666666666667,-4.94583333333333,1018.97727272727,84.5833333333333,3.425
"7178",14,"2016-03-04",1233,115.696125,"Education",43143,0.1625,0.666666666666667,-4.94583333333333,1018.97727272727,84.5833333333333,3.425
"7179",14,"2016-03-04",1300,189.2658875,"Healthcare",25609,0.1625,0.666666666666667,-4.94583333333333,1018.97727272727,84.5833333333333,3.425
"7180",14,"2016-03-04",1246,12.6583875,"Office",50327,0.1625,0.666666666666667,-4.94583333333333,1018.97727272727,84.5833333333333,3.425
"7188",14,"2016-03-04",1294,115.655616666667,"Office",15649,0.1625,0.666666666666667,-4.94583333333333,1018.97727272727,84.5833333333333,3.425
"7199",14,"2016-03-04",1311,258.804216666667,"Lodging/residential",66794,0.1625,0.666666666666667,-4.94583333333333,1018.97727272727,84.5833333333333,3.425
"7201",14,"2016-03-04",1234,123.4569125,"Education",46037,0.1625,0.666666666666667,-4.94583333333333,1018.97727272727,84.5833333333333,3.425
"7204",14,"2016-03-04",1266,146.364170833333,"Public services",13469,0.1625,0.666666666666667,-4.94583333333333,1018.97727272727,84.5833333333333,3.425
"7220",14,"2016-03-04",1224,103.49185,"Office",23481,0.1625,0.666666666666667,-4.94583333333333,1018.97727272727,84.5833333333333,3.425
"7221",14,"2016-03-04",1296,65.3034,"Office",8836,0.1625,0.666666666666667,-4.94583333333333,1018.97727272727,84.5833333333333,3.425
"7223",14,"2016-03-04",1236,246.248583333333,"Office",61756,0.1625,0.666666666666667,-4.94583333333333,1018.97727272727,84.5833333333333,3.425
"7233",14,"2016-03-05",1224,97.716725,"Office",23481,0.925,0.5,-8.20416666666667,1020.2875,312.272727272727,2.61666666666667
"7234",14,"2016-03-05",1236,236.07475,"Office",61756,0.925,0.5,-8.20416666666667,1020.2875,312.272727272727,2.61666666666667
"7236",14,"2016-03-05",1311,202.262666666667,"Lodging/residential",66794,0.925,0.5,-8.20416666666667,1020.2875,312.272727272727,2.61666666666667
"7238",14,"2016-03-05",1242,251.783770833333,"Office",23871,0.925,0.5,-8.20416666666667,1020.2875,312.272727272727,2.61666666666667
"7243",14,"2016-03-05",1246,12.2661708333333,"Office",50327,0.925,0.5,-8.20416666666667,1020.2875,312.272727272727,2.61666666666667
"7250",14,"2016-03-05",1233,74.2729583333333,"Education",43143,0.925,0.5,-8.20416666666667,1020.2875,312.272727272727,2.61666666666667
"7254",14,"2016-03-05",1294,114.156265217391,"Office",15649,0.925,0.5,-8.20416666666667,1020.2875,312.272727272727,2.61666666666667
"7257",14,"2016-03-05",1296,64.4568,"Office",8836,0.925,0.5,-8.20416666666667,1020.2875,312.272727272727,2.61666666666667
"7259",14,"2016-03-05",1301,257.587008333333,"Education",62242,0.925,0.5,-8.20416666666667,1020.2875,312.272727272727,2.61666666666667
"7264",14,"2016-03-05",1231,44.9202,"Education",13220,0.925,0.5,-8.20416666666667,1020.2875,312.272727272727,2.61666666666667
"7265",14,"2016-03-05",1300,186.812360869565,"Healthcare",25609,0.925,0.5,-8.20416666666667,1020.2875,312.272727272727,2.61666666666667
"7271",14,"2016-03-05",1297,156.611960869565,"Office",21469,0.925,0.5,-8.20416666666667,1020.2875,312.272727272727,2.61666666666667
"7275",14,"2016-03-05",1266,149.013933333333,"Public services",13469,0.925,0.5,-8.20416666666667,1020.2875,312.272727272727,2.61666666666667
"7276",14,"2016-03-05",1234,79.2551458333333,"Education",46037,0.925,0.5,-8.20416666666667,1020.2875,312.272727272727,2.61666666666667
"7278",14,"2016-03-05",1265,220.25275,"Food sales and service",35605,0.925,0.5,-8.20416666666667,1020.2875,312.272727272727,2.61666666666667
"7281",14,"2016-03-06",1224,158.070483333333,"Office",23481,1.31666666666667,1.11111111111111,-6.28333333333333,1023.48333333333,126.25,1.47916666666667
"7282",14,"2016-03-06",1311,165.731054166667,"Lodging/residential",66794,1.31666666666667,1.11111111111111,-6.28333333333333,1023.48333333333,126.25,1.47916666666667
"7283",14,"2016-03-06",1246,8.2442,"Office",50327,1.31666666666667,1.11111111111111,-6.28333333333333,1023.48333333333,126.25,1.47916666666667
"7289",14,"2016-03-06",1231,44.3996708333333,"Education",13220,1.31666666666667,1.11111111111111,-6.28333333333333,1023.48333333333,126.25,1.47916666666667
"7291",14,"2016-03-06",1300,179.965479166667,"Healthcare",25609,1.31666666666667,1.11111111111111,-6.28333333333333,1023.48333333333,126.25,1.47916666666667
"7296",14,"2016-03-06",1301,198.721854166667,"Education",62242,1.31666666666667,1.11111111111111,-6.28333333333333,1023.48333333333,126.25,1.47916666666667
"7297",14,"2016-03-06",1242,194.819366666667,"Office",23871,1.31666666666667,1.11111111111111,-6.28333333333333,1023.48333333333,126.25,1.47916666666667
"7303",14,"2016-03-06",1294,109.972241666667,"Office",15649,1.31666666666667,1.11111111111111,-6.28333333333333,1023.48333333333,126.25,1.47916666666667
"7304",14,"2016-03-06",1274,267.708333333333,"Office",17077,1.31666666666667,1.11111111111111,-6.28333333333333,1023.48333333333,126.25,1.47916666666667
"7314",14,"2016-03-06",1236,226.240583333333,"Office",61756,1.31666666666667,1.11111111111111,-6.28333333333333,1023.48333333333,126.25,1.47916666666667
"7317",14,"2016-03-06",1234,64.1537875,"Education",46037,1.31666666666667,1.11111111111111,-6.28333333333333,1023.48333333333,126.25,1.47916666666667
"7319",14,"2016-03-06",1266,149.181125,"Public services",13469,1.31666666666667,1.11111111111111,-6.28333333333333,1023.48333333333,126.25,1.47916666666667
"7321",14,"2016-03-06",1237,188.688416666667,"Office",42755,1.31666666666667,1.11111111111111,-6.28333333333333,1023.48333333333,126.25,1.47916666666667
"7322",14,"2016-03-06",1297,150.8719,"Office",21469,1.31666666666667,1.11111111111111,-6.28333333333333,1023.48333333333,126.25,1.47916666666667
"7325",14,"2016-03-06",1233,60.1208916666667,"Education",43143,1.31666666666667,1.11111111111111,-6.28333333333333,1023.48333333333,126.25,1.47916666666667
"7327",14,"2016-03-06",1265,183.064541666667,"Food sales and service",35605,1.31666666666667,1.11111111111111,-6.28333333333333,1023.48333333333,126.25,1.47916666666667
"7335",14,"2016-03-06",1296,62.0943458333333,"Office",8836,1.31666666666667,1.11111111111111,-6.28333333333333,1023.48333333333,126.25,1.47916666666667
"7339",14,"2016-03-07",1265,148.855279166667,"Food sales and service",35605,5.04166666666667,0.0833333333333333,-1.825,1022.6875,142.5,2.99583333333333
"7341",14,"2016-03-07",1255,266.679166666667,"Office",23702,5.04166666666667,0.0833333333333333,-1.825,1022.6875,142.5,2.99583333333333
"7345",14,"2016-03-07",1231,38.4959083333333,"Education",13220,5.04166666666667,0.0833333333333333,-1.825,1022.6875,142.5,2.99583333333333
"7352",14,"2016-03-07",1237,224.497425,"Office",42755,5.04166666666667,0.0833333333333333,-1.825,1022.6875,142.5,2.99583333333333
"7356",14,"2016-03-07",1294,80.7374958333333,"Office",15649,5.04166666666667,0.0833333333333333,-1.825,1022.6875,142.5,2.99583333333333
"7361",14,"2016-03-07",1311,155.69525,"Lodging/residential",66794,5.04166666666667,0.0833333333333333,-1.825,1022.6875,142.5,2.99583333333333
"7363",14,"2016-03-07",1242,169.808554166667,"Office",23871,5.04166666666667,0.0833333333333333,-1.825,1022.6875,142.5,2.99583333333333
"7364",14,"2016-03-07",1301,209.141258333333,"Education",62242,5.04166666666667,0.0833333333333333,-1.825,1022.6875,142.5,2.99583333333333
"7376",14,"2016-03-07",1234,45.9136458333333,"Education",46037,5.04166666666667,0.0833333333333333,-1.825,1022.6875,142.5,2.99583333333333
"7377",14,"2016-03-07",1224,82.9545625,"Office",23481,5.04166666666667,0.0833333333333333,-1.825,1022.6875,142.5,2.99583333333333
"7378",14,"2016-03-07",1233,43.0274,"Education",43143,5.04166666666667,0.0833333333333333,-1.825,1022.6875,142.5,2.99583333333333
"7382",14,"2016-03-07",1297,110.764495833333,"Office",21469,5.04166666666667,0.0833333333333333,-1.825,1022.6875,142.5,2.99583333333333
"7384",14,"2016-03-07",1236,193.174958333333,"Office",61756,5.04166666666667,0.0833333333333333,-1.825,1022.6875,142.5,2.99583333333333
"7385",14,"2016-03-07",1296,45.5873666666667,"Office",8836,5.04166666666667,0.0833333333333333,-1.825,1022.6875,142.5,2.99583333333333
"7389",14,"2016-03-07",1266,137.4144875,"Public services",13469,5.04166666666667,0.0833333333333333,-1.825,1022.6875,142.5,2.99583333333333
"7390",14,"2016-03-07",1274,246.875,"Office",17077,5.04166666666667,0.0833333333333333,-1.825,1022.6875,142.5,2.99583333333333
"7391",14,"2016-03-07",1246,11.5948666666667,"Office",50327,5.04166666666667,0.0833333333333333,-1.825,1022.6875,142.5,2.99583333333333
"7393",14,"2016-03-07",1270,236.1768875,"Entertainment/public assembly",18551,5.04166666666667,0.0833333333333333,-1.825,1022.6875,142.5,2.99583333333333
"7394",14,"2016-03-07",1300,132.124,"Healthcare",25609,5.04166666666667,0.0833333333333333,-1.825,1022.6875,142.5,2.99583333333333
"7509",14,"2016-03-10",1237,38.817525,"Office",42755,19.8916666666667,0.285714285714286,8.125,1015.14583333333,237.5,3.2625
"7515",14,"2016-03-10",1234,55.7282583333333,"Education",46037,19.8916666666667,0.285714285714286,8.125,1015.14583333333,237.5,3.2625
"7518",14,"2016-03-10",1274,230.291666666667,"Office",17077,19.8916666666667,0.285714285714286,8.125,1015.14583333333,237.5,3.2625
"7520",14,"2016-03-10",1229,143.138241666667,"Office",27646,19.8916666666667,0.285714285714286,8.125,1015.14583333333,237.5,3.2625
"7522",14,"2016-03-10",1295,3.493325,"Office",115676,19.8916666666667,0.285714285714286,8.125,1015.14583333333,237.5,3.2625
"7526",14,"2016-03-10",1236,69.3865666666667,"Office",61756,19.8916666666667,0.285714285714286,8.125,1015.14583333333,237.5,3.2625
"7527",14,"2016-03-10",1276,236.771108333333,"Office",53860,19.8916666666667,0.285714285714286,8.125,1015.14583333333,237.5,3.2625
"7529",14,"2016-03-10",1318,102.531941666667,"Entertainment/public assembly",73488,19.8916666666667,0.285714285714286,8.125,1015.14583333333,237.5,3.2625
"7534",14,"2016-03-10",1298,36.9618625,"Education",171084,19.8916666666667,0.285714285714286,8.125,1015.14583333333,237.5,3.2625
"7538",14,"2016-03-10",1246,3.46165833333333,"Office",50327,19.8916666666667,0.285714285714286,8.125,1015.14583333333,237.5,3.2625
"7539",14,"2016-03-10",1255,242.840125,"Office",23702,19.8916666666667,0.285714285714286,8.125,1015.14583333333,237.5,3.2625
"7540",14,"2016-03-10",1223,184.014916666667,"Office",52141,19.8916666666667,0.285714285714286,8.125,1015.14583333333,237.5,3.2625
"7542",14,"2016-03-10",1319,133.242183333333,"Entertainment/public assembly",287419,19.8916666666667,0.285714285714286,8.125,1015.14583333333,237.5,3.2625
"7543",14,"2016-03-10",1242,29.6647916666667,"Office",23871,19.8916666666667,0.285714285714286,8.125,1015.14583333333,237.5,3.2625
"7545",14,"2016-03-10",1311,12.0615833333333,"Lodging/residential",66794,19.8916666666667,0.285714285714286,8.125,1015.14583333333,237.5,3.2625
"7546",14,"2016-03-10",1224,229.6461125,"Office",23481,19.8916666666667,0.285714285714286,8.125,1015.14583333333,237.5,3.2625
"7547",14,"2016-03-10",1227,216.949333333333,"Education",76903,19.8916666666667,0.285714285714286,8.125,1015.14583333333,237.5,3.2625
"7549",14,"2016-03-10",1266,118.459608333333,"Public services",13469,19.8916666666667,0.285714285714286,8.125,1015.14583333333,237.5,3.2625
"7550",14,"2016-03-10",1233,52.2250166666667,"Education",43143,19.8916666666667,0.285714285714286,8.125,1015.14583333333,237.5,3.2625
"7551",14,"2016-03-10",1230,110.225,"Office",22524,19.8916666666667,0.285714285714286,8.125,1015.14583333333,237.5,3.2625
"7552",14,"2016-03-10",1270,33.0640833333333,"Entertainment/public assembly",18551,19.8916666666667,0.285714285714286,8.125,1015.14583333333,237.5,3.2625
"7555",14,"2016-03-10",1260,106.416666666667,"Office",86455,19.8916666666667,0.285714285714286,8.125,1015.14583333333,237.5,3.2625
"7558",14,"2016-03-10",1312,133.090029166667,"Lodging/residential",75000,19.8916666666667,0.285714285714286,8.125,1015.14583333333,237.5,3.2625
"7560",14,"2016-03-10",1301,136.171391666667,"Education",62242,19.8916666666667,0.285714285714286,8.125,1015.14583333333,237.5,3.2625
"7562",14,"2016-03-10",1228,120.9785,"Office",162549,19.8916666666667,0.285714285714286,8.125,1015.14583333333,237.5,3.2625
"7565",14,"2016-03-11",1319,137.530391666667,"Entertainment/public assembly",287419,17.5208333333333,0.909090909090909,7.75416666666667,1016.21666666667,256.25,4.03333333333333
"7567",14,"2016-03-11",1229,144.678541666667,"Office",27646,17.5208333333333,0.909090909090909,7.75416666666667,1016.21666666667,256.25,4.03333333333333
"7569",14,"2016-03-11",1242,41.5249958333333,"Office",23871,17.5208333333333,0.909090909090909,7.75416666666667,1016.21666666667,256.25,4.03333333333333
"7570",14,"2016-03-11",1255,206.893708333333,"Office",23702,17.5208333333333,0.909090909090909,7.75416666666667,1016.21666666667,256.25,4.03333333333333
"7571",14,"2016-03-11",1224,187.813341666667,"Office",23481,17.5208333333333,0.909090909090909,7.75416666666667,1016.21666666667,256.25,4.03333333333333
"7573",14,"2016-03-11",1311,5.997225,"Lodging/residential",66794,17.5208333333333,0.909090909090909,7.75416666666667,1016.21666666667,256.25,4.03333333333333
"7574",14,"2016-03-11",1236,63.5918916666667,"Office",61756,17.5208333333333,0.909090909090909,7.75416666666667,1016.21666666667,256.25,4.03333333333333
"7575",14,"2016-03-11",1318,105.831958333333,"Entertainment/public assembly",73488,17.5208333333333,0.909090909090909,7.75416666666667,1016.21666666667,256.25,4.03333333333333
"7578",14,"2016-03-11",1301,3.08114166666667,"Education",62242,17.5208333333333,0.909090909090909,7.75416666666667,1016.21666666667,256.25,4.03333333333333
"7579",14,"2016-03-11",1234,45.1031958333333,"Education",46037,17.5208333333333,0.909090909090909,7.75416666666667,1016.21666666667,256.25,4.03333333333333
"7580",14,"2016-03-11",1298,32.9530083333333,"Education",171084,17.5208333333333,0.909090909090909,7.75416666666667,1016.21666666667,256.25,4.03333333333333
"7581",14,"2016-03-11",1270,28.9140125,"Entertainment/public assembly",18551,17.5208333333333,0.909090909090909,7.75416666666667,1016.21666666667,256.25,4.03333333333333
"7583",14,"2016-03-11",1321,204.581833333333,"Entertainment/public assembly",370024,17.5208333333333,0.909090909090909,7.75416666666667,1016.21666666667,256.25,4.03333333333333
"7590",14,"2016-03-11",1324,2.99164166666667,"Entertainment/public assembly",84688,17.5208333333333,0.909090909090909,7.75416666666667,1016.21666666667,256.25,4.03333333333333
"7591",14,"2016-03-11",1228,107.743458333333,"Office",162549,17.5208333333333,0.909090909090909,7.75416666666667,1016.21666666667,256.25,4.03333333333333
"7597",14,"2016-03-11",1274,216.041666666667,"Office",17077,17.5208333333333,0.909090909090909,7.75416666666667,1016.21666666667,256.25,4.03333333333333
"7602",14,"2016-03-11",1230,111.7875,"Office",22524,17.5208333333333,0.909090909090909,7.75416666666667,1016.21666666667,256.25,4.03333333333333
"7603",14,"2016-03-11",1266,119.143033333333,"Public services",13469,17.5208333333333,0.909090909090909,7.75416666666667,1016.21666666667,256.25,4.03333333333333
"7604",14,"2016-03-11",1276,224.60025,"Office",53860,17.5208333333333,0.909090909090909,7.75416666666667,1016.21666666667,256.25,4.03333333333333
"7605",14,"2016-03-11",1223,185.824833333333,"Office",52141,17.5208333333333,0.909090909090909,7.75416666666667,1016.21666666667,256.25,4.03333333333333
"7608",14,"2016-03-11",1312,110.286558333333,"Lodging/residential",75000,17.5208333333333,0.909090909090909,7.75416666666667,1016.21666666667,256.25,4.03333333333333
"7610",14,"2016-03-11",1295,3.61117083333333,"Office",115676,17.5208333333333,0.909090909090909,7.75416666666667,1016.21666666667,256.25,4.03333333333333
"7611",14,"2016-03-11",1233,42.2679083333333,"Education",43143,17.5208333333333,0.909090909090909,7.75416666666667,1016.21666666667,256.25,4.03333333333333
"7615",14,"2016-03-11",1237,15.570625,"Office",42755,17.5208333333333,0.909090909090909,7.75416666666667,1016.21666666667,256.25,4.03333333333333
"7616",14,"2016-03-11",1260,147.833333333333,"Office",86455,17.5208333333333,0.909090909090909,7.75416666666667,1016.21666666667,256.25,4.03333333333333
"7618",14,"2016-03-11",1246,2.233125,"Office",50327,17.5208333333333,0.909090909090909,7.75416666666667,1016.21666666667,256.25,4.03333333333333
"7620",14,"2016-03-12",1301,2.8278125,"Education",62242,9.67083333333333,0.105263157894737,-1.31666666666667,1024.68333333333,199.090909090909,2.79166666666667
"7621",14,"2016-03-12",1318,145.577258333333,"Entertainment/public assembly",73488,9.67083333333333,0.105263157894737,-1.31666666666667,1024.68333333333,199.090909090909,2.79166666666667
"7622",14,"2016-03-12",1260,126.125,"Office",86455,9.67083333333333,0.105263157894737,-1.31666666666667,1024.68333333333,199.090909090909,2.79166666666667
"7624",14,"2016-03-12",1246,4.38657083333333,"Office",50327,9.67083333333333,0.105263157894737,-1.31666666666667,1024.68333333333,199.090909090909,2.79166666666667
"7628",14,"2016-03-12",1236,109.72445,"Office",61756,9.67083333333333,0.105263157894737,-1.31666666666667,1024.68333333333,199.090909090909,2.79166666666667
"7629",14,"2016-03-12",1296,45.5981958333333,"Office",8836,9.67083333333333,0.105263157894737,-1.31666666666667,1024.68333333333,199.090909090909,2.79166666666667
"7630",14,"2016-03-12",1312,97.8097375,"Lodging/residential",75000,9.67083333333333,0.105263157894737,-1.31666666666667,1024.68333333333,199.090909090909,2.79166666666667
"7632",14,"2016-03-12",1270,71.5742083333333,"Entertainment/public assembly",18551,9.67083333333333,0.105263157894737,-1.31666666666667,1024.68333333333,199.090909090909,2.79166666666667
